year,cluster,target,actual_rate,pred_rate,is_forecast
2013,0,mental_health,,0.6075774867068017,False
2014,0,mental_health,,0.6075774867068017,True
2015,0,mental_health,,0.6075774867068017,True
2016,0,mental_health,,0.6075774867068017,True
2017,0,mental_health,,0.6075774867068017,True
2018,0,mental_health,,0.6075774867068017,False
2019,0,mental_health,,0.6075774867068017,True
2020,0,mental_health,,0.6341527811963474,True
2021,0,mental_health,0.4859022556390977,0.49068732882607036,False
2022,0,mental_health,,0.5569861976562971,True
2023,0,mental_health,,0.6011304660730683,True
2024,0,mental_health,,0.599453573617169,True
2025,0,mental_health,,0.6191748469625555,True
2026,0,mental_health,,0.6191748469625555,True
2013,0,substance_use,,0.15463807244710057,False
2014,0,substance_use,,0.15463807244710057,True
2015,0,substance_use,,0.15463807244710057,True
2016,0,substance_use,,0.15463807244710057,True
2017,0,substance_use,,0.15463807244710057,True
2018,0,substance_use,,0.15463807244710057,False
2019,0,substance_use,,0.15463807244710057,True
2020,0,substance_use,,0.276426114160625,True
2021,0,substance_use,0.43045112781954886,0.4310573401907377,False
2022,0,substance_use,,0.4400824930980451,True
2023,0,substance_use,,0.45643459774644085,True
2024,0,substance_use,,0.4429563181314865,True
2025,0,substance_use,,0.44326398124143546,True
2026,0,substance_use,,0.4567521839154337,True
2013,0,outdoor_sleeping,,0.09325760181952035,False
2014,0,outdoor_sleeping,,0.09325760181952035,True
2015,0,outdoor_sleeping,,0.09325760181952035,True
2016,0,outdoor_sleeping,,0.09325760181952035,True
2017,0,outdoor_sleeping,,0.09325760181952035,True
2018,0,outdoor_sleeping,,0.09325760181952035,False
2019,0,outdoor_sleeping,,0.09325760181952035,True
2020,0,outdoor_sleeping,,0.24659048815690646,True
2021,0,outdoor_sleeping,0.36372180451127817,0.3611963223405721,False
2022,0,outdoor_sleeping,,0.3526134349482231,True
2023,0,outdoor_sleeping,,0.3570849738259742,True
2024,0,outdoor_sleeping,,0.35117372603634733,True
2025,0,outdoor_sleeping,,0.35117372603634733,True
2026,0,outdoor_sleeping,,0.35117372603634733,True
2013,0,chronic_homeless,,0.3494270417969458,False
2014,0,chronic_homeless,,0.3494270417969458,True
2015,0,chronic_homeless,,0.3494270417969458,True
2016,0,chronic_homeless,,0.3494270417969458,True
2017,0,chronic_homeless,,0.3494270417969458,True
2018,0,chronic_homeless,,0.3494270417969458,False
2019,0,chronic_homeless,,0.3494270417969458,True
2020,0,chronic_homeless,,0.4593450802200799,True
2021,0,chronic_homeless,0.44360902255639095,0.45064891274589947,False
2022,0,chronic_homeless,,0.4996066040491623,True
2023,0,chronic_homeless,,0.5160473830330714,True
2024,0,chronic_homeless,,0.6613889582802274,True
2025,0,chronic_homeless,,0.6814604837936757,True
2026,0,chronic_homeless,,0.5983781454568777,True
2013,0,lgbtq,,1.0,False
2014,0,lgbtq,,1.0,True
2015,0,lgbtq,,1.0,True
2016,0,lgbtq,,1.0,True
2017,0,lgbtq,,1.0,True
2018,0,lgbtq,,1.0,False
2019,0,lgbtq,,1.0,True
2020,0,lgbtq,,1.0,True
2021,0,lgbtq,1.0,1.0,False
2022,0,lgbtq,,1.0,True
2023,0,lgbtq,,1.0,True
2024,0,lgbtq,,1.0,True
2025,0,lgbtq,,1.0,True
2026,0,lgbtq,,1.0,True
2013,0,foster_care_history,,0.6446701322660945,False
2014,0,foster_care_history,,0.6446701322660945,True
2015,0,foster_care_history,,0.6446701322660945,True
2016,0,foster_care_history,,0.6446701322660945,True
2017,0,foster_care_history,,0.6446701322660945,True
2018,0,foster_care_history,,0.6446701322660945,False
2019,0,foster_care_history,,0.6446701322660945,True
2020,0,foster_care_history,,0.5241855300105529,True
2021,0,foster_care_history,0.32894736842105265,0.33345633289467747,False
2022,0,foster_care_history,,0.3756910768577581,True
2023,0,foster_care_history,,0.3979485115381311,True
2024,0,foster_care_history,,0.405235743191393,True
2025,0,foster_care_history,,0.45182936518070305,True
2026,0,foster_care_history,,0.4540092866918154,True
2013,0,incarceration_history,,0.31485056258950006,False
2014,0,incarceration_history,,0.31485056258950006,True
2015,0,incarceration_history,,0.31485056258950006,True
2016,0,incarceration_history,,0.31485056258950006,True
2017,0,incarceration_history,,0.31485056258950006,True
2018,0,incarceration_history,,0.31485056258950006,False
2019,0,incarceration_history,,0.31485056258950006,True
2020,0,incarceration_history,,0.29484665030359025,True
2021,0,incarceration_history,0.18984962406015038,0.19200170401797031,False
2022,0,incarceration_history,,0.20111089566280665,True
2023,0,incarceration_history,,0.2306184694272409,True
2024,0,incarceration_history,,0.2357939007223111,True
2025,0,incarceration_history,,0.2561609261479231,True
2026,0,incarceration_history,,0.2606073799948425,True
2013,0,no_income,,0.05437256419500613,False
2014,0,no_income,,0.05437256419500613,True
2015,0,no_income,,0.05437256419500613,True
2016,0,no_income,,0.05437256419500613,True
2017,0,no_income,,0.05437256419500613,True
2018,0,no_income,,0.05437256419500613,False
2019,0,no_income,,0.05437256419500613,True
2020,0,no_income,,0.07517976666717638,True
2021,0,no_income,0.13345864661654136,0.13198240481283252,False
2022,0,no_income,,0.1313023406606904,True
2023,0,no_income,,0.15008623741938326,True
2024,0,no_income,,0.17060883636902804,True
2025,0,no_income,,0.1686659969179564,True
2026,0,no_income,,0.1883646099083191,True
2013,0,housing_loss_income,,0.13538424260776935,False
2014,0,housing_loss_income,,0.13538424260776935,True
2015,0,housing_loss_income,,0.13538424260776935,True
2016,0,housing_loss_income,,0.13538424260776935,True
2017,0,housing_loss_income,,0.13538424260776935,True
2018,0,housing_loss_income,,0.13538424260776935,False
2019,0,housing_loss_income,,0.13538424260776935,True
2020,0,housing_loss_income,,0.25618036042781855,True
2021,0,housing_loss_income,0.37969924812030076,0.38009387422425445,False
2022,0,housing_loss_income,,0.4196274656922909,True
2023,0,housing_loss_income,,0.45099941576729285,True
2024,0,housing_loss_income,,0.5026134293637519,True
2025,0,housing_loss_income,,0.5403900397432357,True
2026,0,housing_loss_income,,0.5963314287440863,True
2013,1,mental_health,,0.00740884556425424,False
2014,1,mental_health,,0.00740884556425424,True
2015,1,mental_health,,0.00740884556425424,True
2016,1,mental_health,,0.42032860757287094,True
2017,1,mental_health,,0.456466415747286,True
2018,1,mental_health,,0.456466415747286,False
2019,1,mental_health,,0.6623261991994898,True
2020,1,mental_health,,0.6555619627006712,True
2021,1,mental_health,0.5363914373088685,0.5591399181730773,False
2022,1,mental_health,,0.586596989703694,True
2023,1,mental_health,,0.6002502054191354,True
2024,1,mental_health,,0.6002502054191354,True
2025,1,mental_health,,0.6000893446345928,True
2026,1,mental_health,,0.6002769548400825,True
2013,1,substance_use,,0.009002578161016458,False
2014,1,substance_use,,0.009002578161016458,True
2015,1,substance_use,,0.009002578161016458,True
2016,1,substance_use,,0.27874850386575867,True
2017,1,substance_use,,0.26721995514772917,True
2018,1,substance_use,,0.26721995514772917,False
2019,1,substance_use,,0.15327398970195083,True
2020,1,substance_use,,0.33540653473773474,True
2021,1,substance_use,0.4584097859327217,0.45632703306448485,False
2022,1,substance_use,,0.4711341864694293,True
2023,1,substance_use,,0.4711341864694293,True
2024,1,substance_use,,0.4711341864694293,True
2025,1,substance_use,,0.47092371519747184,True
2026,1,substance_use,,0.47092371519747184,True
2013,1,outdoor_sleeping,,1.2300201492784794e-05,False
2014,1,outdoor_sleeping,,1.2300201492784794e-05,True
2015,1,outdoor_sleeping,,1.2300201492784794e-05,True
2016,1,outdoor_sleeping,,1.2300201492784794e-05,True
2017,1,outdoor_sleeping,,1.2300201492784794e-05,True
2018,1,outdoor_sleeping,,1.2300201492784794e-05,False
2019,1,outdoor_sleeping,,1.2300201492784794e-05,True
2020,1,outdoor_sleeping,,1.2300201492784794e-05,True
2021,1,outdoor_sleeping,0.0012232415902140672,0.0011661559944721937,False
2022,1,outdoor_sleeping,,0.0011134721695097581,True
2023,1,outdoor_sleeping,,0.0018325805755817306,True
2024,1,outdoor_sleeping,,0.002882724801061749,True
2025,1,outdoor_sleeping,,0.0031364954596424747,True
2026,1,outdoor_sleeping,,0.005150504959422528,True
2013,1,chronic_homeless,,0.9966785231014575,False
2014,1,chronic_homeless,,0.9966785231014575,True
2015,1,chronic_homeless,,0.9966785231014575,True
2016,1,chronic_homeless,,0.9966785231014575,True
2017,1,chronic_homeless,,0.9966785231014575,True
2018,1,chronic_homeless,,0.9966785231014575,False
2019,1,chronic_homeless,,0.7708680663748226,True
2020,1,chronic_homeless,,0.7426815087751536,True
2021,1,chronic_homeless,0.7085626911314985,0.7087157316247069,False
2022,1,chronic_homeless,,0.6959504097839766,True
2023,1,chronic_homeless,,0.6959504097839766,True
2024,1,chronic_homeless,,0.7748808760896055,True
2025,1,chronic_homeless,,0.7710362476684091,True
2026,1,chronic_homeless,,0.7341515378194393,True
2013,1,lgbtq,,0.0,False
2014,1,lgbtq,,0.0,True
2015,1,lgbtq,,0.0,True
2016,1,lgbtq,,0.0,True
2017,1,lgbtq,,0.0,True
2018,1,lgbtq,,0.0,False
2019,1,lgbtq,,0.0,True
2020,1,lgbtq,,0.0,True
2021,1,lgbtq,0.0,0.0,False
2022,1,lgbtq,,0.0,True
2023,1,lgbtq,,0.0,True
2024,1,lgbtq,,0.0,True
2025,1,lgbtq,,0.0,True
2026,1,lgbtq,,0.0,True
2013,1,foster_care_history,,0.323655098748747,False
2014,1,foster_care_history,,0.323655098748747,True
2015,1,foster_care_history,,0.14332953483259653,True
2016,1,foster_care_history,,0.21233230276719206,True
2017,1,foster_care_history,,0.26867899088261465,True
2018,1,foster_care_history,,0.26867899088261465,False
2019,1,foster_care_history,,0.3340624600140853,True
2020,1,foster_care_history,,0.31698593023193256,True
2021,1,foster_care_history,0.1764525993883792,0.18767555186063942,False
2022,1,foster_care_history,,0.1916208347769602,True
2023,1,foster_care_history,,0.20568471706971012,True
2024,1,foster_care_history,,0.21878891204269724,True
2025,1,foster_care_history,,0.24109558934602718,True
2026,1,foster_care_history,,0.24109558934602718,True
2013,1,incarceration_history,,0.3241227740318922,False
2014,1,incarceration_history,,0.3241227740318922,True
2015,1,incarceration_history,,0.12773181683413168,True
2016,1,incarceration_history,,0.12225550845640203,True
2017,1,incarceration_history,,0.018574091078815275,True
2018,1,incarceration_history,,0.018574091078815275,False
2019,1,incarceration_history,,0.2916678962867218,True
2020,1,incarceration_history,,0.2916678962867218,True
2021,1,incarceration_history,0.1584097859327217,0.1670771725177778,False
2022,1,incarceration_history,,0.1670771725177778,True
2023,1,incarceration_history,,0.18115991712242316,True
2024,1,incarceration_history,,0.18785990579135947,True
2025,1,incarceration_history,,0.20127654605649556,True
2026,1,incarceration_history,,0.21012023925527754,True
2013,1,no_income,,0.00048820831926565895,False
2014,1,no_income,,0.00048820831926565895,True
2015,1,no_income,,0.00048820831926565895,True
2016,1,no_income,,0.00048820831926565895,True
2017,1,no_income,,0.00048820831926565895,True
2018,1,no_income,,0.00048820831926565895,False
2019,1,no_income,,0.09564227759383444,True
2020,1,no_income,,0.09885240480982575,True
2021,1,no_income,0.12446483180428135,0.12429194150549472,False
2022,1,no_income,,0.12429194150549472,True
2023,1,no_income,,0.1282509904373413,True
2024,1,no_income,,0.1282509904373413,True
2025,1,no_income,,0.13230275117409557,True
2026,1,no_income,,0.14500911221068172,True
2013,1,housing_loss_income,,0.0020863085457559936,False
2014,1,housing_loss_income,,0.0020863085457559936,True
2015,1,housing_loss_income,,0.0020863085457559936,True
2016,1,housing_loss_income,,0.0020863085457559936,True
2017,1,housing_loss_income,,0.0020863085457559936,True
2018,1,housing_loss_income,,0.0020863085457559936,False
2019,1,housing_loss_income,,0.3908477806507548,True
2020,1,housing_loss_income,,0.4033063931518643,True
2021,1,housing_loss_income,0.4954128440366973,0.4953150615079063,False
2022,1,housing_loss_income,,0.501037318585479,True
2023,1,housing_loss_income,,0.5422496993466147,True
2024,1,housing_loss_income,,0.5418086715887167,True
2025,1,housing_loss_income,,0.5666030775355709,True
2026,1,housing_loss_income,,0.6250018541819816,True
2013,2,mental_health,0.32461967002356973,0.33246939462122527,False
2014,2,mental_health,,0.335275303130949,True
2015,2,mental_health,,0.3550735455914401,True
2016,2,mental_health,,0.3672920753800011,True
2017,2,mental_health,,0.38897409710010244,True
2018,2,mental_health,0.5855560114895363,0.5863659796312175,False
2019,2,mental_health,,0.6026950897675041,True
2020,2,mental_health,,0.6026950897675041,True
2021,2,mental_health,0.47577092511013214,0.4977432715385146,False
2022,2,mental_health,,0.5117218277317344,True
2023,2,mental_health,,0.5494174877193775,True
2024,2,mental_health,,0.5215495969903409,True
2025,2,mental_health,,0.5430580134622061,True
2026,2,mental_health,,0.546623454774982,True
2013,2,substance_use,0.23934004713949003,0.24192694625144986,False
2014,2,substance_use,,0.23926170412717943,True
2015,2,substance_use,,0.25490561659491023,True
2016,2,substance_use,,0.2611480680491639,True
2017,2,substance_use,,0.2611480680491639,True
2018,2,substance_use,0.15757078375051292,0.1611472271785424,False
2019,2,substance_use,,0.15643318378652954,True
2020,2,substance_use,,0.272739537362209,True
2021,2,substance_use,0.35829662261380324,0.3580540186187731,False
2022,2,substance_use,,0.3941872770513746,True
2023,2,substance_use,,0.39065746579763994,True
2024,2,substance_use,,0.39065746579763994,True
2025,2,substance_use,,0.3846979861784319,True
2026,2,substance_use,,0.3846979861784319,True
2013,2,outdoor_sleeping,0.13820441397043068,0.14162267310854224,False
2014,2,outdoor_sleeping,,0.14589896999064098,True
2015,2,outdoor_sleeping,,0.16098917006315883,True
2016,2,outdoor_sleeping,,0.16926143022547638,True
2017,2,outdoor_sleeping,,0.1821707760695556,True
2018,2,outdoor_sleeping,0.10094378334017234,0.10563753923629117,False
2019,2,outdoor_sleeping,,0.11306582261332468,True
2020,2,outdoor_sleeping,,0.11828080335683361,True
2021,2,outdoor_sleeping,0.07929515418502203,0.07954075114112381,False
2022,2,outdoor_sleeping,,0.052251598326916004,True
2023,2,outdoor_sleeping,,0.020323617050249505,True
2024,2,outdoor_sleeping,,0.01095624462044537,True
2025,2,outdoor_sleeping,,0.010865842436567463,True
2026,2,outdoor_sleeping,,0.006891937011128568,True
2013,2,chronic_homeless,0.008785086779515748,0.012192870332482257,False
2014,2,chronic_homeless,,0.012192870332482257,True
2015,2,chronic_homeless,,0.06795637002324624,True
2016,2,chronic_homeless,,0.12034105546427946,True
2017,2,chronic_homeless,,0.18048580392486424,True
2018,2,chronic_homeless,0.23758719737382028,0.23788950427717284,False
2019,2,chronic_homeless,,0.2484851729999113,True
2020,2,chronic_homeless,,0.27424251373896175,True
2021,2,chronic_homeless,0.2511013215859031,0.2549225004643128,False
2022,2,chronic_homeless,,0.2549225004643128,True
2023,2,chronic_homeless,,0.24406821034994713,True
2024,2,chronic_homeless,,0.4031942637303026,True
2025,2,chronic_homeless,,0.4031942637303026,True
2026,2,chronic_homeless,,0.3235122071785398,True
2013,2,lgbtq,0.0,1.5367554392242454e-05,False
2014,2,lgbtq,,1.5367554392242454e-05,True
2015,2,lgbtq,,1.5367554392242454e-05,True
2016,2,lgbtq,,1.5367554392242454e-05,True
2017,2,lgbtq,,1.5367554392242454e-05,True
2018,2,lgbtq,0.0,1.5367554392242454e-05,False
2019,2,lgbtq,,0.0019566707919078,True
2020,2,lgbtq,,0.001267164257199805,True
2021,2,lgbtq,0.002936857562408223,0.00279647244622908,False
2022,2,lgbtq,,1.0273522539184575e-05,True
2023,2,lgbtq,,1.0273522539184575e-05,True
2024,2,lgbtq,,1.0273522539184575e-05,True
2025,2,lgbtq,,1.0273522539184575e-05,True
2026,2,lgbtq,,1.0273522539184575e-05,True
2013,2,foster_care_history,0.09599314334690379,0.10050567285218028,False
2014,2,foster_care_history,,0.11604588064370992,True
2015,2,foster_care_history,,0.11842685643314513,True
2016,2,foster_care_history,,0.1199136928682202,True
2017,2,foster_care_history,,0.12409254543930519,True
2018,2,foster_care_history,0.28518670496512105,0.2753113541413604,False
2019,2,foster_care_history,,0.27139933341372063,True
2020,2,foster_care_history,,0.2429385860094222,True
2021,2,foster_care_history,0.1395007342143906,0.15570454736845435,False
2022,2,foster_care_history,,0.16618604371064924,True
2023,2,foster_care_history,,0.18522079196055385,True
2024,2,foster_care_history,,0.18522079196055385,True
2025,2,foster_care_history,,0.18522079196055385,True
2026,2,foster_care_history,,0.23136181440591966,True
2013,2,incarceration_history,0.08270837797300193,0.08439455250571534,False
2014,2,incarceration_history,,0.08439455250571534,True
2015,2,incarceration_history,,0.08620312515631137,True
2016,2,incarceration_history,,0.0929516422791278,True
2017,2,incarceration_history,,0.09890364191049927,True
2018,2,incarceration_history,0.24128026261797292,0.23401490387153137,False
2019,2,incarceration_history,,0.22998741759715388,True
2020,2,incarceration_history,,0.21644089262141394,True
2021,2,incarceration_history,0.11013215859030837,0.11626214942110433,False
2022,2,incarceration_history,,0.11626214942110433,True
2023,2,incarceration_history,,0.14738043850326452,True
2024,2,incarceration_history,,0.15165754961537475,True
2025,2,incarceration_history,,0.15165754961537475,True
2026,2,incarceration_history,,0.16700789590861753,True
2013,2,no_income,0.0,0.0009156142880021206,False
2014,2,no_income,,0.0009156142880021206,True
2015,2,no_income,,0.0009156142880021206,True
2016,2,no_income,,0.0009156142880021206,True
2017,2,no_income,,0.0009156142880021206,True
2018,2,no_income,0.0,0.0009156142880021206,False
2019,2,no_income,,0.027542745084368197,True
2020,2,no_income,,0.03543791563841752,True
2021,2,no_income,0.0631424375917768,0.058837474158270606,False
2022,2,no_income,,0.051298927678974496,True
2023,2,no_income,,0.06106550170443776,True
2024,2,no_income,,0.04081022429562419,True
2025,2,no_income,,0.0472770740529355,True
2026,2,no_income,,0.06333180604292778,True
2013,2,housing_loss_income,0.0,0.0012195108682411554,False
2014,2,housing_loss_income,,0.0012195108682411554,True
2015,2,housing_loss_income,,0.0012195108682411554,True
2016,2,housing_loss_income,,0.0012195108682411554,True
2017,2,housing_loss_income,,0.0012195108682411554,True
2018,2,housing_loss_income,0.0,0.0012195108682411554,False
2019,2,housing_loss_income,,0.09869097044980085,True
2020,2,housing_loss_income,,0.1548032626461589,True
2021,2,housing_loss_income,0.2290748898678414,0.22879992929709053,False
2022,2,housing_loss_income,,0.29417629076426904,True
2023,2,housing_loss_income,,0.3221416147914077,True
2024,2,housing_loss_income,,0.31818502996275266,True
2025,2,housing_loss_income,,0.3428113522642426,True
2026,2,housing_loss_income,,0.39296408447577763,True
2013,3,mental_health,,0.6196218374464321,False
2014,3,mental_health,,0.6196218374464321,True
2015,3,mental_health,,0.6196218374464321,True
2016,3,mental_health,,0.6196218374464321,True
2017,3,mental_health,,0.6196218374464321,True
2018,3,mental_health,,0.6196218374464321,False
2019,3,mental_health,,0.6196218374464321,True
2020,3,mental_health,,0.6028859745065861,True
2021,3,mental_health,0.503957783641161,0.5093359232527013,False
2022,3,mental_health,,0.5653419120069445,True
2023,3,mental_health,,0.6084051899792351,True
2024,3,mental_health,,0.6084051899792351,True
2025,3,mental_health,,0.5760053403263422,True
2026,3,mental_health,,0.5981384074020806,True
2013,3,substance_use,,0.12646297427844067,False
2014,3,substance_use,,0.12646297427844067,True
2015,3,substance_use,,0.12646297427844067,True
2016,3,substance_use,,0.12646297427844067,True
2017,3,substance_use,,0.12646297427844067,True
2018,3,substance_use,,0.12646297427844067,False
2019,3,substance_use,,0.12646297427844067,True
2020,3,substance_use,,0.29536853776878935,True
2021,3,substance_use,0.41688654353562005,0.41743245683581,False
2022,3,substance_use,,0.4536083136824064,True
2023,3,substance_use,,0.44784584725087095,True
2024,3,substance_use,,0.45973643478591597,True
2025,3,substance_use,,0.43621328545703564,True
2026,3,substance_use,,0.43621328545703564,True
2013,3,outdoor_sleeping,,0.09848690034660693,False
2014,3,outdoor_sleeping,,0.09848690034660693,True
2015,3,outdoor_sleeping,,0.09848690034660693,True
2016,3,outdoor_sleeping,,0.09848690034660693,True
2017,3,outdoor_sleeping,,0.09848690034660693,True
2018,3,outdoor_sleeping,,0.09848690034660693,False
2019,3,outdoor_sleeping,,0.09848690034660693,True
2020,3,outdoor_sleeping,,0.231255159844066,True
2021,3,outdoor_sleeping,0.3438874230430959,0.34319991050739806,False
2022,3,outdoor_sleeping,,0.34319991050739806,True
2023,3,outdoor_sleeping,,0.3509902300100809,True
2024,3,outdoor_sleeping,,0.3474155030166675,True
2025,3,outdoor_sleeping,,0.3496364456231129,True
2026,3,outdoor_sleeping,,0.34967483757572726,True
2013,3,chronic_homeless,,0.35158267005767685,False
2014,3,chronic_homeless,,0.35158267005767685,True
2015,3,chronic_homeless,,0.35158267005767685,True
2016,3,chronic_homeless,,0.35158267005767685,True
2017,3,chronic_homeless,,0.35158267005767685,True
2018,3,chronic_homeless,,0.35158267005767685,False
2019,3,chronic_homeless,,0.35158267005767685,True
2020,3,chronic_homeless,,0.4885079860743317,True
2021,3,chronic_homeless,0.4687774846086192,0.47504715598637626,False
2022,3,chronic_homeless,,0.4800583598379345,True
2023,3,chronic_homeless,,0.5138649832434249,True
2024,3,chronic_homeless,,0.6772942178729248,True
2025,3,chronic_homeless,,0.6772942178729248,True
2026,3,chronic_homeless,,0.618364243275587,True
2013,3,lgbtq,,0.0,False
2014,3,lgbtq,,0.0,True
2015,3,lgbtq,,0.0,True
2016,3,lgbtq,,0.0,True
2017,3,lgbtq,,0.0,True
2018,3,lgbtq,,0.0,False
2019,3,lgbtq,,0.0,True
2020,3,lgbtq,,0.0,True
2021,3,lgbtq,0.0,0.0,False
2022,3,lgbtq,,0.0,True
2023,3,lgbtq,,0.0,True
2024,3,lgbtq,,0.0,True
2025,3,lgbtq,,0.0,True
2026,3,lgbtq,,0.0,True
2013,3,foster_care_history,,0.4033865898965984,False
2014,3,foster_care_history,,0.4033865898965984,True
2015,3,foster_care_history,,0.4033865898965984,True
2016,3,foster_care_history,,0.4033865898965984,True
2017,3,foster_care_history,,0.4033865898965984,True
2018,3,foster_care_history,,0.4033865898965984,False
2019,3,foster_care_history,,0.4033865898965984,True
2020,3,foster_care_history,,0.3588592104667814,True
2021,3,foster_care_history,0.21284080914687775,0.21631827852998856,False
2022,3,foster_care_history,,0.22100349733201566,True
2023,3,foster_care_history,,0.23472374425656337,True
2024,3,foster_care_history,,0.2745408902378557,True
